"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Altitude (m)"	"Altitude WGS84 (m)"	"Speed (m/s)"	"Direction (°)"	"Distance (km)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"	"Satellites"
3,003263301E2	6,027914138E1	2,495346708E1	9,751945413E0	2,897181572E1	1,682919621E0	3,228594357E2	5,197981149E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,013263201E2	6,027915611E1	2,495343906E1	9,824581544E0	2,904451869E1	1,623508453E0	3,297694015E2	5,216427050E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,023263102E2	6,027917184E1	2,495342840E1	9,903870922E0	2,912384420E1	1,589584351E0	3,302289913E2	5,227459894E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,033263016E2	6,027917833E1	2,495341326E1	9,907363991E0	2,912737183E1	1,589584351E0	3,342313455E2	5,238880444E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,043262916E2	6,027918860E1	2,495341314E1	9,965958414E0	2,918597736E1	1,589584351E0	3,318786459E2	5,264537594E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,053262817E2	6,027920985E1	2,495339501E1	1,004213598E1	2,926221057E1	1,648530483E0	3,405293810E2	5,273226631E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,063262724E2	6,027921666E1	2,495338728E1	9,839422456E0	2,905951840E1	1,660053134E0	3,424376539E2	5,288003400E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,073262626E2	6,027922995E1	2,495338755E1	9,862339165E0	2,908244869E1	1,688027978E0	3,464036169E2	5,304105355E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,083262529E2	6,027924441E1	2,495338629E1	1,001815375E1	2,923828090E1	1,688027978E0	3,482993496E2	5,320905595E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,093262438E2	6,027925943E1	2,495338295E1	1,010817099E1	2,932832014E1	1,634517908E0	3,495461050E2	5,341379649E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,103262337E2	6,027927742E1	2,495337498E1	9,927709892E0	2,914789265E1	1,634517908E0	3,498967396E2	5,358841877E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,113262240E2	6,027929306E1	2,495337765E1	9,765977025E0	2,898617147E1	1,709407210E0	3,537021931E2	5,381690204E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,123262151E2	6,027931360E1	2,495337928E1	9,521314651E0	2,874152787E1	1,576683283E0	2,326411737E0	5,396641175E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,133262056E2	6,027932676E1	2,495337378E1	9,579241710E0	2,879947892E1	1,576683283E0	3,605729007E0	5,412751900E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,143261961E2	6,027934048E1	2,495338320E1	9,838888156E0	2,905912266E1	1,463567615E0	3,598114695E2	5,425686729E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,153261868E2	6,027935181E1	2,495338848E1	1,011523238E1	2,933546923E1	1,463567615E0	3,463734001E2	5,439595037E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,163261770E2	6,027936430E1	2,495338988E1	1,012409098E1	2,934433849E1	1,463567615E0	3,477229362E2	5,455927082E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,173261671E2	6,027937897E1	2,495339150E1	1,017539749E1	2,939565757E1	1,569417357E0	3,550856889E2	5,472457637E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,183261576E2	6,027939330E1	2,495339949E1	1,014568906E1	2,936594970E1	1,599305630E0	1,116291860E0	5,488276163E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,193261478E2	6,027940523E1	2,495341510E1	1,043801590E1	2,965826063E1	1,599305630E0	3,552320735E2	5,505467858E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,203261389E2	6,027942057E1	2,495341903E1	1,069096755E1	2,991122133E1	1,621823788E0	5,302447461E0	5,529357980E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,213261297E2	6,027944204E1	2,495341736E1	1,092410159E1	3,014438115E1	1,755325437E0	3,593221274E2	5,551341095E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,223261197E2	6,027946162E1	2,495341188E1	1,118836310E1	3,040867343E1	1,961451173E0	4,602339411E0	5,574767720E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,233261098E2	6,027948252E1	2,495341718E1	1,123913286E1	3,045945562E1	1,961451173E0	5,217308726E0	5,592768116E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,243260999E2	6,027949747E1	2,495342974E1	1,114507080E1	3,036538641E1	1,892855883E0	4,699266625E0	5,615040270E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,253260908E2	6,027951739E1	2,495342558E1	1,106129544E1	3,028163976E1	1,801002741E0	4,839137374E0	5,632577362E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,263260818E2	6,027953229E1	2,495343602E1	1,110001982E1	3,032036082E1	1,669623375E0	4,789478910E0	5,646650245E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,273260727E2	6,027954435E1	2,495344377E1	1,128583055E1	3,050617015E1	1,543220878E0	7,081576417E0	5,662336371E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,283260618E2	6,027955801E1	2,495345084E1	1,145444670E1	3,067478784E1	1,543220878E0	8,470046727E0	5,677000637E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,293260525E2	6,027957107E1	2,495345460E1	1,162019123E1	3,084053931E1	1,490595222E0	2,137796703E0	5,692943001E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,303260432E2	6,027958475E1	2,495346324E1	1,157520620E1	3,079555297E1	1,475984097E0	2,544898176E0	5,709518310E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,313260341E2	6,027959966E1	2,495346314E1	1,165955455E1	3,087991727E1	1,475984097E0	2,813847547E0	5,726341234E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,323260242E2	6,027961478E1	2,495346356E1	1,167737492E1	3,089775289E1	1,497727036E0	6,538490147E0	5,739300598E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,333260145E2	6,027962565E1	2,495347208E1	1,182464718E1	3,104502107E1	1,497727036E0	5,204888454E0	5,752833155E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,343260045E2	6,027963778E1	2,495347396E1	1,208873870E1	3,130912201E1	1,497727036E0	4,586011417E0	5,768073510E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,353259950E2	6,027964997E1	2,495348659E1	1,233752240E1	3,155789552E1	1,750268459E0	4,823451844E0	5,787632026E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,363259859E2	6,027966752E1	2,495348413E1	1,253766376E1	3,175805995E1	1,750268459E0	4,444866838E0	5,808955354E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,373259766E2	6,027968665E1	2,495348155E1	1,257339717E1	3,179381835E1	1,823036432E0	3,576729372E2	5,828544065E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,383259672E2	6,027970313E1	2,495346898E1	1,235419900E1	3,157466061E1	1,823036432E0	3,571972282E2	5,844999651E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,393259572E2	6,027971777E1	2,495347339E1	1,195628099E1	3,117675002E1	1,671259761E0	3,565141274E2	5,859781872E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,403259478E2	6,027973033E1	2,495346461E1	1,166297549E1	3,088347388E1	1,458294868E0	3,500340810E2	5,873307823E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,413259385E2	6,027974234E1	2,495346082E1	1,144729083E1	3,066780888E1	1,452882886E0	3,367378610E2	5,886202730E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,423259286E2	6,027975386E1	2,495345809E1	1,129453249E1	3,051506772E1	1,647889137E0	3,385885964E2	5,898412915E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,433259189E2	6,027976370E1	2,495344827E1	1,136565783E1	3,058622145E1	1,813304067E0	3,351029869E2	5,915894750E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,443259099E2	6,027977756E1	2,495343328E1	1,133523179E1	3,055583748E1	1,647889137E0	3,350652570E2	5,930415595E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,453259001E2	6,027978961E1	2,495342313E1	1,142256827E1	3,064320529E1	1,728551865E0	3,350666777E2	5,944523850E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,463258902E2	6,027980038E1	2,495340961E1	1,135535482E1	3,057602796E1	1,620516777E0	3,330292869E2	5,967129171E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,473258811E2	6,027981804E1	2,495338928E1	1,123672239E1	3,045745142E1	1,670183301E0	3,232677444E2	5,989222311E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,483258710E2	6,027983372E1	2,495336468E1	1,142373953E1	3,064453016E1	1,846068025E0	3,229421083E2	6,013143930E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,493258613E2	6,027985008E1	2,495333649E1	1,155480812E1	3,077566761E1	1,748630047E0	3,208082480E2	6,024392716E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,503258518E2	6,027985717E1	2,495332194E1	1,158868264E1	3,080957625E1	1,748630047E0	3,191191968E2	6,036531644E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,513258426E2	6,027986526E1	2,495330716E1	1,165438017E1	3,087530938E1	1,533964634E0	3,085925912E2	6,050776968E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,523258327E2	6,027986964E1	2,495328288E1	1,217678533E1	3,139776358E1	1,368041396E0	3,064899038E2	6,065740656E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,533248236E2	6,027987703E1	2,495326018E1	1,252895976E1	3,174998734E1	1,368041396E0	3,081338211E2	6,083960269E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,543248146E2	6,027988867E1	2,495323693E1	1,259178536E1	3,181286779E1	1,365916014E0	3,045402673E2	6,098405962E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,553248048E2	6,027989690E1	2,495321665E1	1,262600594E1	3,184713417E1	1,365916014E0	3,039042674E2	6,116834371E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,563247943E2	6,027991023E1	2,495319679E1	1,258575888E1	3,180693754E1	1,506815672E0	3,098013708E2	6,133713604E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,573247857E2	6,027991590E1	2,495316839E1	1,236058179E1	3,158181840E1	1,683212399E0	3,123740298E2	6,147635356E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,583247756E2	6,027991910E1	2,495314397E1	1,202701737E1	3,124830202E1	1,827052355E0	3,082912433E2	6,160833603E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,593247660E2	6,027992603E1	2,495312453E1	1,197736896E1	3,119869650E1	1,825984716E0	3,083794893E2	6,177890485E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,603247573E2	6,027993490E1	2,495309930E1	1,194267099E1	3,116405408E1	1,825984716E0	3,068931582E2	6,192078774E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,613247470E2	6,027994501E1	2,495308358E1	1,195639623E1	3,117781875E1	1,825984716E0	3,068604553E2	6,212301603E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,623247380E2	6,027995392E1	2,495305160E1	1,183778327E1	3,105927371E1	1,657005429E0	3,176302429E2	6,229457618E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,633247286E2	6,027996563E1	2,495303133E1	1,207827117E1	3,129981107E1	1,657005429E0	3,177579948E2	6,241281874E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,643247186E2	6,027997231E1	2,495301465E1	1,216553111E1	3,138710860E1	1,412613511E0	3,146588101E2	6,251104120E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,653247095E2	6,027997767E1	2,495300048E1	1,224013022E1	3,146173930E1	1,412613511E0	3,102706048E2	6,268299916E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,663247000E2	6,027998460E1	2,495297260E1	1,247403663E1	3,169570403E1	1,438991547E0	3,103259293E2	6,294950210E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,673246895E2	6,028000293E1	2,495294144E1	1,267082969E1	3,189257348E1	1,642302632E0	3,095357038E2	6,307542417E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,683246803E2	6,028001013E1	2,495292381E1	1,289459986E1	3,211638352E1	1,745929241E0	3,137194951E2	6,327874180E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,693246708E2	6,028002293E1	2,495289747E1	1,299733466E1	3,221918004E1	1,698525190E0	3,138215382E2	6,344118659E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,703246610E2	6,028002763E1	2,495286957E1	1,282374389E1	3,204564528E1	1,745929241E0	3,124825206E2	6,358240652E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,713246517E2	6,028003797E1	2,495285469E1	1,265572869E1	3,187766823E1	1,698525190E0	3,149454868E2	6,375275956E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,723246423E2	6,028004886E1	2,495283298E1	1,256938490E1	3,179137570E1	1,706004500E0	3,186138175E2	6,390434815E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,733246325E2	6,028005783E1	2,495281225E1	1,245610257E1	3,167814075E1	1,706004500E0	3,204351557E2	6,408690750E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,743246238E2	6,028007136E1	2,495279350E1	1,240466718E1	3,162675398E1	1,588504791E0	3,207274058E2	6,422460374E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,753246140E2	6,028008150E1	2,495277917E1	1,227915602E1	3,150127978E1	1,580582142E0	3,198613105E2	6,443173206E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,763246038E2	6,028009428E1	2,495275183E1	1,202776916E1	3,124995644E1	1,373738527E0	3,197825175E2	6,455826872E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,773245940E2	6,028010372E1	2,495273902E1	1,171635634E1	3,093857705E1	1,321750998E0	3,194287137E2	6,474006097E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,783245850E2	6,028011447E1	2,495271416E1	1,147293632E1	3,069521386E1	1,575044513E0	3,153498886E2	6,491046328E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,793245754E2	6,028012624E1	2,495269439E1	1,125257902E1	3,047490519E1	1,575044513E0	3,161721888E2	6,509374323E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,803245661E2	6,028014005E1	2,495267621E1	1,084977451E1	3,007214854E1	1,712314725E0	3,180767460E2	6,523780430E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,813245562E2	6,028014595E1	2,495265295E1	1,051333993E1	2,973576276E1	1,712314725E0	3,194222660E2	6,535265735E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,823245467E2	6,028015486E1	2,495264239E1	1,050514582E1	2,972759738E1	1,625573277E0	3,197720263E2	6,551463446E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,833245374E2	6,028016755E1	2,495262796E1	1,045405564E1	2,967654703E1	1,723331094E0	3,288383101E2	6,569393377E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,843245274E2	6,028018177E1	2,495261266E1	1,046314403E1	2,968567846E1	1,625573277E0	3,269673574E2	6,584752827E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,853245176E2	6,028019521E1	2,495260623E1	1,030640522E1	2,952896565E1	1,674405932E0	3,270913663E2	6,597702513E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,863245083E2	6,028020616E1	2,495259819E1	1,044326389E1	2,966585061E1	1,641994834E0	3,289092621E2	6,607635658E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,873244988E2	6,028020996E1	2,495258189E1	1,062115604E1	2,984377660E1	1,469357491E0	3,262323197E2	6,618977397E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,883244895E2	6,028021960E1	2,495257517E1	1,078088201E1	3,000352506E1	1,556331992E0	3,264720047E2	6,643476809E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,893244799E2	6,028023889E1	2,495255369E1	1,078398416E1	3,000668691E1	1,556331992E0	3,269316492E2	6,654156402E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,903244711E2	6,028024664E1	2,495254226E1	1,089994653E1	3,012267840E1	1,609415531E0	3,336871434E2	6,675223758E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,913244607E2	6,028026336E1	2,495252425E1	1,087660466E1	3,009938716E1	1,609415531E0	3,365163717E2	6,691192913E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,923244519E2	6,028027702E1	2,495251532E1	1,068526574E1	2,990807904E1	1,479935646E0	3,359865675E2	6,704950886E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,933244416E2	6,028028828E1	2,495250499E1	1,065814583E1	2,988098995E1	1,479935646E0	3,354994658E2	6,726833561E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,943244327E2	6,028030561E1	2,495248617E1	1,061723540E1	2,984013228E1	1,479935646E0	3,359938895E2	6,744947418E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,953244228E2	6,028032061E1	2,495247337E1	1,049695371E1	2,971988989E1	1,651574850E0	3,355686692E2	6,768250344E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,963244137E2	6,028034003E1	2,495245747E1	1,034838224E1	2,957136806E1	1,651574850E0	3,399390341E2	6,781845753E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,973244039E2	6,028035217E1	2,495245463E1	1,038221829E1	2,960522218E1	1,560483098E0	3,382600370E2	6,795158247E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,983243946E2	6,028036414E1	2,495245390E1	1,050926299E1	2,973228087E1	1,560483098E0	3,362154608E2	6,813965083E-1	6,000906205E0	6,000906205E0	0,000000000E0
3,993243848E2	6,028038073E1	2,495244730E1	1,049048580E1	2,971353331E1	1,501677752E0	3,406904915E2	6,820962167E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,003243756E2	6,028038484E1	2,495243768E1	1,041274292E1	2,963581238E1	1,499360323E0	3,429130351E2	6,833445821E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,013243653E2	6,028039560E1	2,495243126E1	1,055853707E1	2,978162967E1	1,395063758E0	3,423361573E2	6,849559681E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,023243563E2	6,028040934E1	2,495242194E1	1,058244524E1	2,980556943E1	1,622991800E0	3,367114145E2	6,859267824E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,033243463E2	6,028041533E1	2,495240913E1	1,059985309E1	2,982300705E1	1,622991800E0	3,393176781E2	6,879151622E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,043243368E2	6,028043165E1	2,495239438E1	1,065379952E1	2,987699773E1	1,562997222E0	3,408979380E2	6,891123879E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,053243277E2	6,028044232E1	2,495239720E1	1,059930927E1	2,982251362E1	1,544229388E0	3,431524742E2	6,906785907E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,063243179E2	6,028045527E1	2,495238599E1	1,081473757E1	3,003797612E1	1,544229388E0	3,444337357E2	6,924788847E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,073243077E2	6,028047123E1	2,495238060E1	1,102957978E1	3,025284510E1	1,618935227E0	3,449146630E2	6,940932617E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,083242986E2	6,028048533E1	2,495238766E1	1,115568847E1	3,037895580E1	1,618935227E0	3,460672437E2	6,956764623E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,093242894E2	6,028049952E1	2,495238555E1	1,113595939E1	3,035924562E1	1,618935227E0	3,486540823E2	6,975747352E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,103242793E2	6,028051595E1	2,495237617E1	1,131399774E1	3,053731852E1	1,545323730E0	3,501028200E2	6,992786307E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,113242700E2	6,028053126E1	2,495237491E1	1,138690026E1	3,061023955E1	1,545323730E0	3,500850342E2	7,010004653E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,123242608E2	6,028054624E1	2,495238282E1	1,141486794E1	3,063820863E1	1,452456355E0	3,498554306E2	7,024664562E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,133242514E2	6,028055942E1	2,495238199E1	1,131127586E1	3,053463203E1	1,555572510E0	3,497889865E2	7,041257387E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,143242418E2	6,028057431E1	2,495238399E1	1,133783644E1	3,056120471E1	1,551210999E0	3,497295092E2	7,060522283E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,153242316E2	6,028059163E1	2,495238356E1	1,130365998E1	3,052704739E1	1,555572510E0	3,497732224E2	7,075164602E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,163242226E2	6,028060473E1	2,495238626E1	1,119788842E1	3,042128474E1	1,630921483E0	3,520275947E2	7,088759906E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,173242128E2	6,028061585E1	2,495237599E1	1,128600358E1	3,050943046E1	1,599791050E0	3,596605496E2	7,107289471E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,183242036E2	6,028063239E1	2,495237996E1	1,140119395E1	3,062463109E1	1,599791050E0	3,380416968E-1	7,125759033E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,193241934E2	6,028064801E1	2,495239136E1	1,154139331E1	3,076482615E1	1,599791050E0	3,571205662E2	7,140382193E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,203241842E2	6,028066114E1	2,495238977E1	1,156789685E1	3,079134650E1	1,651466966E0	3,575972041E2	7,155915684E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,213241744E2	6,028067509E1	2,495239128E1	1,146499198E1	3,068845362E1	1,651466966E0	3,587819414E2	7,170502407E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,223241650E2	6,028068766E1	2,495238371E1	1,161651173E1	3,084000053E1	1,476039648E0	3,578228736E2	7,191344513E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,233241553E2	6,028070622E1	2,495237839E1	1,175521653E1	3,097873471E1	1,581996322E0	3,572734805E2	7,210064566E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,243241454E2	6,028072296E1	2,495237477E1	1,192260115E1	3,114614368E1	1,581996322E0	3,579896121E2	7,229172096E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,253241361E2	6,028074014E1	2,495237496E1	1,181945793E1	3,104301831E1	1,581996322E0	5,754059142E0	7,237912910E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,263241272E2	6,028074795E1	2,495237667E1	1,177168450E1	3,099525003E1	1,557985306E0	6,417282463E0	7,254049207E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,273241318E2	6,028076191E1	2,495238469E1	1,168319075E1	3,090675638E1	1,609856367E0	6,941289027E0	7,271400056E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,283241081E2	6,028077751E1	2,495238442E1	1,166529731E1	3,088887995E1	1,729112625E0	7,029415116E0	7,291290951E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,293240986E2	6,028079512E1	2,495239080E1	1,150674145E1	3,073033107E1	1,689908147E0	7,750807316E0	7,306233556E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,303240893E2	6,028080791E1	2,495239911E1	1,124546129E1	3,046904926E1	1,689908147E0	6,937689090E0	7,326631372E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,313241243E2	6,028082585E1	2,495240688E1	1,115481381E1	3,037840656E1	1,689908147E0	6,973555268E0	7,344474992E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,323240696E2	6,028084158E1	2,495241326E1	1,092692217E1	3,015051992E1	1,602954865E0	6,683396879E0	7,357062655E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,333240600E2	6,028085264E1	2,495240835E1	1,086499222E1	3,008861064E1	1,602954865E0	8,468703741E0	7,377305736E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,343273423E2	6,028086772E1	2,495242891E1	1,086488571E1	3,008848251E1	1,562950134E0	8,006080514E0	7,393321830E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,353273320E2	6,028088170E1	2,495243590E1	1,084022698E1	3,006382580E1	1,498153925E0	8,565101615E0	7,404818469E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,363275700E2	6,028089203E1	2,495243674E1	1,097079750E1	3,019440572E1	1,602034569E0	8,787972396E0	7,428195482E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,373277822E2	6,028091263E1	2,495244525E1	1,128875758E1	3,051237205E1	1,707137823E0	5,842572844E0	7,444474197E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,383279448E2	6,028092618E1	2,495245645E1	1,142384243E1	3,064745077E1	1,693429470E0	1,147191231E1	7,465026650E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,393280783E2	6,028094265E1	2,495247334E1	1,151669237E1	3,074028726E1	1,707137823E0	1,203117417E1	7,484319957E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,403281845E2	6,028095945E1	2,495248208E1	1,161380219E1	3,083739888E1	1,833035469E0	2,130473289E1	7,496621334E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,413282659E2	6,028096812E1	2,495249595E1	1,198821707E1	3,121179757E1	1,833035469E0	2,183338099E1	7,515264666E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,423284051E2	6,028098386E1	2,495250759E1	1,213230591E1	3,135588180E1	1,802575946E0	2,245412566E1	7,535831159E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,433283914E2	6,028099949E1	2,495252756E1	1,199074311E1	3,121429901E1	1,802575946E0	2,442824670E1	7,547265484E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,443284425E2	6,028100933E1	2,495253354E1	1,179242028E1	3,101597568E1	1,555954337E0	2,478837696E1	7,565901028E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,453284700E2	6,028102539E1	2,495254325E1	1,172233490E1	3,094588953E1	1,555954337E0	2,688850304E1	7,576880386E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,463285048E2	6,028103326E1	2,495255527E1	1,168780630E1	3,091134729E1	1,555954337E0	2,725177177E1	7,593298837E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,473285223E2	6,028104449E1	2,495257462E1	1,148169018E1	3,070520767E1	1,579063177E0	2,306148145E1	7,607331265E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,483285445E2	6,028105706E1	2,495257668E1	1,132931245E1	3,055283949E1	1,509921908E0	2,334396783E1	7,626264195E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,493285495E2	6,028107261E1	2,495259067E1	1,120238290E1	3,042590083E1	1,509921908E0	2,634687245E1	7,629436921E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,503285693E2	6,028107406E1	2,495259563E1	1,083635163E1	3,005986199E1	1,509921908E0	4,533011113E1	7,640686744E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,513285679E2	6,028108308E1	2,495260485E1	1,068629302E1	2,990979609E1	1,571465611E0	3,848208492E1	7,653222627E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,523285806E2	6,028109195E1	2,495261889E1	1,068529893E1	2,990878571E1	1,651690722E0	3,492227570E1	7,675450835E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,533285766E2	6,028110382E1	2,495265133E1	1,075813102E1	2,998157104E1	1,682169318E0	4,115816669E1	7,690866920E-1	6,000906205E0	6,000906205E0	0,000000000E0
4,543285686E2	6,028111249E1	2,495267316E1	1,090272983E1	3,012613910E1	1,651690722E0	4,589024128E1	7,709764151E-1	6,000906205E0	6,000906205E0	0,000000000E0
